platform,date,content_type,views,likes,comments,shares,watch_time,followers_gained,engagement_rate,virality_score,watch_time_per_view,follower_conversion_rate,day_of_week,month,week,performance_category
Instagram,2025-05-31,Reel,53802,6962,1094,637,35103,704,0.1615739191851604,0.3790007806401249,0.6524478643916582,0.013085015426935801,Saturday,5,22,High
Instagram,2025-01-16,Story,11694,1223,135,45,8496,171,0.11997605609714383,0.26304087566273304,0.7265264238070805,0.014622883530015392,Thursday,1,3,Medium
YouTube,2025-06-10,Video,49474,5543,383,178,16687,617,0.12337793588551563,0.26529085984557543,0.33728827262804706,0.012471196992359624,Tuesday,6,24,Medium
Instagram,2025-01-09,Story,2363,260,46,9,2370,42,0.13330512060939484,0.2975031739314431,1.002962336013542,0.017774016081252644,Thursday,1,2,Medium
YouTube,2025-01-17,Video,17911,1768,155,153,10955,324,0.11590642621852493,0.26609346211825136,0.6116353079113394,0.018089442242197534,Friday,1,3,Medium
YouTube,2025-04-10,Video,19566,1827,361,142,8745,209,0.11908412552386793,0.27839108657875905,0.44694878871511806,0.010681794950424206,Thursday,4,15,Medium
Instagram,2025-03-28,Post,12810,1860,186,118,10578,109,0.16893052302888367,0.38001561280249807,0.8257611241217798,0.008508977361436378,Friday,3,13,High
Instagram,2025-02-24,Post,45227,6179,1004,396,22566,718,0.16757688991089392,0.3836204037411281,0.498949742410507,0.015875472615915272,Monday,2,9,High
YouTube,2025-04-27,Video,4985,256,21,16,3207,65,0.058776328986960884,0.13139418254764293,0.6433299899699098,0.013039117352056168,Sunday,4,17,Low
Instagram,2025-01-18,Story,5236,758,102,47,5951,100,0.17322383498854088,0.39285714285714285,1.1365546218487395,0.019098548510313215,Saturday,1,3,High
YouTube,2025-02-19,Short,38702,4620,671,312,15619,747,0.14477287995452431,0.33106816185210064,0.40357087489018656,0.019301328096739186,Wednesday,2,8,High
YouTube,2025-05-24,Video,22988,2519,261,209,19870,227,0.13002436053593178,0.29867757090655994,0.8643640160083522,0.009874717243779363,Saturday,5,21,Medium
YouTube,2025-06-12,Video,29453,2121,247,155,17717,358,0.08566190201337724,0.19549791192747767,0.601534648422911,0.012154958747835535,Thursday,6,24,Low
Instagram,2025-03-09,Reel,112361,14551,2592,492,70848,2006,0.15694947535176795,0.35010368366248074,0.630539066046048,0.017853169694110944,Sunday,3,10,High
YouTube,2025-03-22,Video,32429,2451,304,50,19358,321,0.08649665422923926,0.1869931234388973,0.596934842270807,0.009898547596287274,Saturday,3,12,Low
Instagram,2025-06-15,Reel,17334,2131,118,177,13105,259,0.13995615553247953,0.31735317872389524,0.756028614284066,0.014941733010268837,Sunday,6,24,Medium
YouTube,2025-02-06,Short,103277,11526,776,805,34902,1577,0.12691112251517764,0.2847197343067672,0.3379455251411253,0.015269614725447099,Thursday,2,6,Medium
YouTube,2025-03-23,Video,7370,558,51,41,5890,123,0.08819538670284939,0.2,0.7991858887381276,0.016689280868385347,Sunday,3,12,Low
YouTube,2025-02-24,Short,88878,7366,1133,520,55905,641,0.10147618083215194,0.23325232340961768,0.6290083035171808,0.007212133486352078,Monday,2,9,Low
YouTube,2025-06-03,Video,49625,3322,422,294,18620,872,0.08137027707808564,0.18901763224181362,0.3752141057934509,0.017571788413098238,Tuesday,6,23,Low
YouTube,2025-06-08,Video,39848,4228,577,336,39528,482,0.12901525798032523,0.29780666532824734,0.9919694840393495,0.012095964665729772,Sunday,6,23,Medium
YouTube,2025-01-23,Short,7032,692,115,39,4798,69,0.12030716723549488,0.27360637087599543,0.6823094425483504,0.009812286689419795,Thursday,1,4,Medium
Instagram,2025-06-06,Story,22586,1406,246,59,18889,423,0.0757548924112282,0.17023820065527318,0.8363145311254759,0.01872841583281679,Friday,6,23,Low
Instagram,2025-03-02,Reel,8210,665,42,16,3557,50,0.08806333739342266,0.18708891595615104,0.433252131546894,0.0060901339829476245,Sunday,3,9,Low
Instagram,2025-04-02,Post,5498,300,28,21,6481,79,0.06347762822844671,0.14350672971989814,1.1787922881047654,0.014368861404146963,Wednesday,4,14,Low
YouTube,2025-02-12,Video,43818,5966,945,415,34155,644,0.16719156511022867,0.38436259071614404,0.7794741886895796,0.014697156419736181,Wednesday,2,7,High
YouTube,2025-04-20,Video,45560,5050,759,167,23947,625,0.1311676909569798,0.28999122036874453,0.5256145741878842,0.013718173836698858,Sunday,4,16,Medium
YouTube,2025-02-12,Video,25279,2674,475,60,9036,490,0.1269433126310376,0.27979746034257685,0.3574508485304007,0.019383678151825626,Wednesday,2,7,Medium
Instagram,2025-02-22,Post,29391,3414,461,326,34996,317,0.14293491204790582,0.3348303902555204,1.1907046374740566,0.01078561464393862,Saturday,2,8,High
Instagram,2025-04-21,Story,37123,4324,448,90,40978,452,0.1309700185868599,0.2812811464590685,1.1038439781267677,0.012175740107211163,Monday,4,17,Medium
Instagram,2025-06-27,Post,42688,4751,556,335,42546,401,0.1321682908545727,0.30090423538230887,0.9966735382308846,0.009393740629685158,Friday,6,26,Medium
Instagram,2025-03-13,Story,44542,5577,654,369,46785,295,0.14817475640968075,0.3358852319159445,1.0503569664586234,0.006622962597099367,Thursday,3,11,High
Instagram,2025-04-27,Post,29352,2780,246,138,14571,475,0.10779503952030527,0.238075769964568,0.4964227309893704,0.016182883619514855,Sunday,4,17,Medium
Instagram,2025-01-09,Reel,10657,1542,192,50,9413,185,0.16740170779769165,0.36689499859247443,0.8832692127240311,0.017359482030590224,Thursday,1,2,High
Instagram,2025-06-10,Reel,119266,12981,1974,921,57322,1463,0.13311421528348397,0.3059463719752486,0.48062314490298996,0.012266697969245217,Tuesday,6,24,Medium
Instagram,2025-01-29,Reel,143249,12435,1158,524,116065,2203,0.09854868096810449,0.21615508659746316,0.8102325321642734,0.015378815907964454,Wednesday,1,5,Low
YouTube,2025-01-20,Short,97825,10099,1054,273,35190,495,0.11680040889343216,0.25274725274725274,0.35972399693329926,0.005060056222846921,Monday,1,4,Medium
Instagram,2025-01-05,Reel,132854,16283,2592,1481,91829,2275,0.15322082887982297,0.3593945233113041,0.6912023725292427,0.017124060999292458,Sunday,1,1,High
Instagram,2025-05-04,Story,24191,1233,196,69,16807,203,0.061923855979496505,0.14050680004960522,0.6947625149849117,0.008391550576660741,Sunday,5,18,Low
Instagram,2025-01-13,Story,23806,2313,370,161,24145,168,0.11946568092077628,0.27476266487440143,1.0142401075359153,0.007057044442577502,Monday,1,3,Medium
YouTube,2025-02-22,Short,55066,2796,198,100,33671,608,0.05618712090945411,0.12141793484182617,0.6114662405113863,0.011041295899466095,Saturday,2,8,Low
Instagram,2025-04-27,Story,19359,1525,216,57,7274,254,0.0928766981765587,0.20574409835218763,0.375742548685366,0.013120512423162353,Sunday,4,17,Low
YouTube,2025-04-06,Video,42152,3919,675,175,20146,277,0.1131381666350351,0.25474473334598596,0.4779369899411653,0.006571455684190548,Sunday,4,14,Medium
Instagram,2025-02-24,Story,36291,3050,322,183,25307,671,0.09795817144746631,0.21991678377559173,0.6973354275164642,0.0184894326417018,Monday,2,9,Low
YouTube,2025-06-14,Short,28888,2770,289,139,14611,299,0.11070340625865412,0.24584602603157021,0.5057809471060648,0.010350318471337579,Saturday,6,24,Medium
Instagram,2025-05-02,Reel,103483,10027,1054,807,65568,1215,0.11487877235874491,0.2633379395649527,0.6336113178009914,0.011741058917889895,Friday,5,18,Medium
YouTube,2025-02-08,Short,56220,2908,465,185,30573,332,0.06328708644610459,0.1447171824973319,0.5438100320170758,0.005905371753824262,Saturday,2,6,Low
YouTube,2025-01-08,Video,27957,1429,173,107,30759,356,0.06112959187323389,0.13992917695031656,1.1002253460671745,0.012733841256214901,Wednesday,1,2,Low
YouTube,2025-05-09,Video,28959,1528,106,146,33639,266,0.061466210849822164,0.1417176007458821,1.1616077903242514,0.00918540004834421,Friday,5,19,Low
YouTube,2025-02-28,Video,28895,2838,307,89,25565,366,0.1119224779373594,0.24370998442637135,0.8847551479494722,0.012666551306454403,Friday,2,9,Medium
YouTube,2025-04-29,Video,2839,316,22,8,2692,16,0.12187389926030293,0.25995068686157097,0.9482212046495245,0.005635787249031349,Tuesday,4,18,Medium
YouTube,2025-03-15,Short,11257,643,68,50,7095,119,0.06760238074087234,0.15457048947321667,0.6302744958692369,0.010571200142133783,Saturday,3,11,Low
YouTube,2025-01-19,Short,98589,6444,673,376,107682,1161,0.07600239377618193,0.17027254561867958,1.0922313848400937,0.011776161640750996,Sunday,1,3,Low
YouTube,2025-03-10,Short,33086,2075,330,80,17845,177,0.07510729613733906,0.16744242277700538,0.5393519917790002,0.005349694734933204,Monday,3,11,Low
Instagram,2025-05-03,Post,43387,4626,868,285,14559,517,0.1331965796206237,0.30610551547698617,0.3355613432595017,0.011916011708576302,Saturday,5,18,Medium
YouTube,2025-03-10,Short,66228,7097,1125,347,43664,632,0.12938636226369513,0.2914779247448209,0.6592981820378088,0.009542791568520868,Monday,3,11,Medium
YouTube,2025-05-25,Video,21160,1732,129,58,14411,149,0.09068998109640831,0.19569943289224953,0.6810491493383742,0.007041587901701323,Sunday,5,21,Low
YouTube,2025-06-10,Video,19577,1819,271,68,22237,267,0.11023139398273485,0.24472595392552485,1.135873729376309,0.013638453287020484,Tuesday,6,24,Medium
YouTube,2025-04-07,Short,60799,3569,597,256,42351,757,0.07273145939900327,0.16791394595305845,0.6965739568085001,0.012450862678662479,Monday,4,15,Low
Instagram,2025-02-25,Story,9298,1066,165,55,9187,137,0.1383093138309314,0.3121101312110131,0.9880619488061949,0.014734351473435147,Tuesday,2,9,Medium
Instagram,2025-04-02,Story,9033,614,57,29,6118,126,0.07749363445145577,0.17092881656149672,0.6772943651057235,0.013948854201262038,Wednesday,4,14,Low
Instagram,2025-03-21,Reel,144970,15853,2583,460,106769,2354,0.13034420914672,0.28802510864316755,0.7364903083396565,0.016237842312202523,Friday,3,12,Medium
YouTube,2025-02-02,Short,37236,4122,712,202,18185,319,0.1352454613814588,0.3058867762380492,0.4883714684713718,0.008566978193146417,Sunday,2,5,Medium
Instagram,2025-01-22,Post,11650,1630,161,94,5584,85,0.16180257510729615,0.36163090128755365,0.47931330472103006,0.007296137339055794,Wednesday,1,4,High
YouTube,2025-01-12,Video,42008,6275,728,236,22154,811,0.17232431917729957,0.37883260331365454,0.5273757379546753,0.019305846505427538,Sunday,1,2,High
YouTube,2025-01-01,Short,70803,9394,1123,297,80735,1012,0.1527336412298914,0.3339124048416028,1.140276541954437,0.014293179667528213,Wednesday,1,1,High
Instagram,2025-03-10,Story,37177,2750,279,269,35164,372,0.08871076203028755,0.20663313338892325,0.9458536191731447,0.010006186620760147,Monday,3,11,Low
Instagram,2025-05-22,Reel,65840,4949,981,149,73746,726,0.09232989064398542,0.20634872417982988,1.120078979343864,0.011026731470230863,Thursday,5,21,Low
YouTube,2025-04-21,Short,108719,6493,436,507,117076,1277,0.06839650842998923,0.1547935503453858,1.0768678887774905,0.011745876985623488,Monday,4,17,Low
Instagram,2025-04-13,Story,41613,4580,643,448,34152,421,0.13627952803210536,0.32030855742195946,0.8207050681277486,0.010117030735587437,Sunday,4,15,Medium
Instagram,2025-05-27,Post,5106,473,31,31,1894,93,0.10477869173521348,0.23384253819036427,0.3709361535448492,0.018213866039952998,Tuesday,5,22,Medium
YouTube,2025-03-15,Short,82947,7552,952,194,42346,1395,0.10486214088514352,0.22821801873485478,0.5105187649945145,0.01681796810011212,Saturday,3,11,Medium
Instagram,2025-02-26,Reel,36127,5386,476,337,13129,611,0.17158911617349903,0.38433858333102666,0.3634124062335649,0.01691255847427132,Wednesday,2,9,High
YouTube,2025-05-24,Video,34123,2338,182,168,21797,668,0.07877384755150485,0.17765143744688333,0.6387773642411276,0.01957623890044838,Saturday,5,21,Low
YouTube,2025-03-17,Video,15473,1015,162,62,13247,178,0.08007496930136367,0.18264072901182704,0.8561364958314484,0.011503910036838363,Monday,3,12,Low
Instagram,2025-05-03,Post,24030,2371,250,205,8683,183,0.11760299625468165,0.2712026633374948,0.3613399916770703,0.007615480649188515,Saturday,5,18,Medium
Instagram,2025-02-07,Post,35828,4790,819,98,39016,249,0.159288824383164,0.34964273752372443,1.0889806854973763,0.0069498716087975886,Friday,2,6,High
YouTube,2025-06-16,Short,80781,6129,596,514,96204,1315,0.08961265644148995,0.20569193250888204,1.190923608274223,0.01627858035924289,Monday,6,25,Low
YouTube,2025-06-10,Short,20058,2615,157,180,16597,342,0.14717319772659287,0.32909562269418685,0.8274503938578124,0.017050553395154055,Tuesday,6,24,High
YouTube,2025-05-16,Video,5006,736,52,23,3088,98,0.16200559328805433,0.3481821813823412,0.6168597682780663,0.019576508190171794,Friday,5,20,High
YouTube,2025-04-01,Video,8135,818,82,51,2498,146,0.11690227412415488,0.2626920712968654,0.3070682237246466,0.017947141979102643,Tuesday,4,14,Medium
YouTube,2025-06-12,Video,27835,3985,525,158,18909,338,0.1677025327824681,0.3712951320280223,0.6793245913418359,0.012142985449973056,Thursday,6,24,High
YouTube,2025-03-10,Video,4509,587,37,21,1902,38,0.1430472388556221,0.30827234420048794,0.4218230206254158,0.00842758926591262,Monday,3,11,High
Instagram,2025-01-10,Post,43549,2821,262,201,33295,545,0.07540930905416887,0.17068130152242303,0.7645410916438954,0.012514638682862981,Friday,1,2,Low
YouTube,2025-01-31,Short,69862,8466,1375,198,25211,637,0.14369757521971888,0.3155792848758982,0.3608685694655177,0.009117975437290659,Friday,1,5,High
Instagram,2025-06-08,Reel,48087,3807,350,370,29524,831,0.0941418678644956,0.21864537193004346,0.6139705117807308,0.01728117786511947,Sunday,6,23,Low
YouTube,2025-05-28,Video,47492,3041,314,119,24659,357,0.07314916196412027,0.16042701928745895,0.5192242904068054,0.007517055504084899,Wednesday,5,22,Low
Instagram,2025-04-06,Post,27725,3040,397,190,24849,281,0.1308205590622182,0.29651938683498646,0.8962669071235347,0.010135256988277727,Sunday,4,14,Medium
YouTube,2025-04-26,Short,24015,1972,199,174,22162,375,0.09764730376847804,0.2253175098896523,0.9228398917343327,0.01561524047470331,Saturday,4,17,Low
YouTube,2025-02-09,Video,7817,676,101,66,5088,121,0.1078418830753486,0.2539337341691186,0.650889087885378,0.015479084047588588,Sunday,2,6,Medium
Instagram,2025-03-30,Reel,58479,7988,1303,266,32425,730,0.16342618717830332,0.3627798012961918,0.5544725457001659,0.012483113596333726,Sunday,3,13,High
Instagram,2025-04-25,Story,17893,2671,213,169,6235,349,0.17062538422846923,0.3814899681439669,0.34846029173419774,0.019504834292740178,Friday,4,17,High
YouTube,2025-06-29,Video,14589,1979,379,90,10351,226,0.16779765576804442,0.380080882856947,0.7095071629309754,0.015491123449174036,Sunday,6,26,High
Instagram,2025-04-20,Reel,112441,7427,978,455,95712,1160,0.07879688014158537,0.17843135511068026,0.8512197508026431,0.010316521553525849,Sunday,4,16,Low
YouTube,2025-02-26,Video,7877,1041,120,44,9190,44,0.15297702170877236,0.33794591849688965,1.166687825314206,0.005585882950361813,Wednesday,2,9,High
YouTube,2025-04-27,Short,86602,11805,1691,551,33116,1161,0.16220179672524884,0.36301702039213873,0.3823930163275675,0.013406156901688183,Sunday,4,17,High
YouTube,2025-04-20,Short,3750,526,58,15,3531,66,0.15973333333333334,0.3469333333333333,0.9416,0.0176,Sunday,4,16,High
YouTube,2025-02-11,Video,16678,1607,96,145,12369,316,0.11080465283607147,0.25344765559419596,0.741635687732342,0.01894711596114642,Tuesday,2,7,Medium
Instagram,2025-05-16,Reel,92974,13122,2277,547,94620,1118,0.1715103147116398,0.3851614429840601,1.0177038742013897,0.012024867167165014,Friday,5,20,High
YouTube,2025-06-14,Short,50670,6793,770,671,21586,718,0.16250246694296427,0.3799289520426288,0.42601144661535423,0.014170120386816656,Saturday,6,24,High
Instagram,2025-02-09,Post,47851,5742,1094,522,30367,782,0.15376899124365218,0.3631272073728867,0.6346157865039393,0.016342396188167435,Sunday,2,6,High
YouTube,2025-01-28,Video,4028,438,45,43,4455,32,0.13058589870903675,0.304369414101291,1.106007944389275,0.007944389275074478,Tuesday,1,5,Medium
Instagram,2025-01-26,Reel,6142,415,75,35,5574,113,0.08547704330836861,0.20026050146532073,0.9075219798111365,0.018397915988277433,Sunday,1,4,Low
YouTube,2025-05-28,Short,11839,1592,125,151,4119,127,0.15778359658754962,0.3643888841963004,0.3479178984711547,0.01072725736971028,Wednesday,5,22,High
YouTube,2025-03-12,Video,48842,3257,602,169,32086,802,0.08247000532328734,0.18764587854715203,0.6569346054625118,0.016420294009254332,Wednesday,3,11,Low
Instagram,2025-05-14,Story,34091,2025,172,60,40084,531,0.06620515678624857,0.14273561937168167,1.175794197882139,0.015575958464110763,Wednesday,5,20,Low
YouTube,2025-01-10,Short,63646,8594,928,809,23102,1032,0.16231970587311065,0.3773528579957892,0.36297646356408886,0.016214687490180058,Friday,1,2,High
YouTube,2025-05-26,Short,34617,3288,560,94,31157,232,0.11387468584799376,0.252072681052662,0.9000491088193662,0.006701909466447121,Monday,5,22,Medium
YouTube,2025-06-24,Short,67556,4102,616,390,58485,1280,0.07561134466220618,0.17766001539463555,0.8657262123275504,0.018947243768133105,Tuesday,6,26,Low
Instagram,2025-06-06,Story,22990,2746,183,148,15235,190,0.13384080034797738,0.29495432796868204,0.6626794258373205,0.008264462809917356,Friday,6,23,Medium
YouTube,2025-06-18,Short,95930,13812,2559,1346,97439,1428,0.1846867507557594,0.43814239549671635,1.0157302199520484,0.014885854268737621,Wednesday,6,25,High
YouTube,2025-05-15,Short,28988,3744,438,303,12409,462,0.15471919414930316,0.35590589209328,0.428073685663033,0.015937629363874706,Thursday,5,20,High
YouTube,2025-01-19,Video,35360,5297,885,166,26649,648,0.17952488687782805,0.3981617647058823,0.7536481900452489,0.01832579185520362,Sunday,1,3,High
YouTube,2025-04-08,Short,9697,787,65,54,4017,104,0.09343095802825616,0.21027121790244405,0.4142518304630298,0.010724966484479737,Tuesday,4,15,Low
Instagram,2025-05-30,Post,14249,1037,180,47,4963,261,0.08870797950733385,0.19994385570917259,0.34830514422064707,0.01831707488244789,Friday,5,22,Low
Instagram,2025-03-23,Reel,131432,16871,2869,1008,143913,1925,0.15786109927567107,0.36055907237202506,1.094961653174265,0.014646357051555177,Sunday,3,12,High
YouTube,2025-01-12,Short,64386,3754,311,140,29356,1022,0.06530922871431678,0.1419718572360451,0.4559376261920293,0.015873015873015872,Sunday,1,2,Low
Instagram,2025-04-15,Story,13318,719,140,30,15161,254,0.06675176452920858,0.1507733893978075,1.1383841417630274,0.019071932722631024,Tuesday,4,16,Low
YouTube,2025-01-15,Short,100143,11166,644,997,109638,531,0.1278871214163746,0.292072336558721,1.094814415385998,0.0053024175429136336,Wednesday,1,3,Medium
Instagram,2025-03-16,Reel,68075,6269,959,426,65547,1126,0.1124348145427837,0.2577304443628351,0.9628644876973926,0.016540580242379727,Sunday,3,11,Medium
YouTube,2025-05-27,Video,8546,1089,138,97,9644,73,0.15492628130119354,0.3600514860753569,1.1284811607769716,0.00854200795693892,Tuesday,5,22,High
Instagram,2025-01-25,Reel,52759,5178,994,423,30231,938,0.12500236926401181,0.29289789419814627,0.5730017627324248,0.017778957144752555,Saturday,1,4,Medium
